,	，
ufov	鱞
ufpv	鮃
ufpov	鯦
ufptv	鱳
ufqv	鰝
ufrbv	鱴
ufrdv	鰽
ufruv	鱯
ufrvv	鱹
ufsv	魦
ufuev	鰩
ufvv	鮄
ufxv	鱄
ufyv	雱
ufyyv	鯥
ufzov	鮎
ugnv	脥
ugrv	腉
uhav	叅
uhxv	朘
uiv	凵
uidv	靄
uiev	巠
uinv	欢
uiqlv	亀
uitv	頚
uitbv	頚
ujv	於
ujdv	膯
ukwv	脡
uldv	腤
ulov	雼
ulqv	朣
ulrv	肮
ululv	靇
ulxv	膠
ulyv	臟
umpv	肜
umrv	剼
unav	肑
uncv	腪
unfv	鳮
unlv	雹
unnv	乆
unov	朐
unolv	雹
unpv	腟
uov	凹
uobv	胑
uobfv	腽
uofuv	腵
uohv	膕
uokv	腭
uolv	辝
uoowv	霊
uowv	瓵
uoxv	腵
updv	胉
upjv	胓
upuv	雭
uqav	膞
uqeev	貆
uqgrv	貎
uqlv	亀
uqnv	肤
uqnbv	貁
uqov	腡
uqqqv	霛
urav	雿
urbbv	雿
urcv	霙
urcuv	覇
urdv	臘
uriv	刖
urlv	肌
urnqv	靀
urssv	腓
urtv	顬
urtbv	顬
usev	胜
utav	預
utewv	霴
utnrv	胹
uubpv	朘
uuffv	熊
uunv	脉
uunfv	鷂
uurpv	朘
uuufv	叅
uuuiv	歠
uuumv	疊
uuurv	剼
uuusv	叄
uuutv	顙
uuuuv	敠
uuuwv	遪
uuuyv	垒
uuvv	臛
uuxv	双
uvev	霍
uvfv	膲
uvomv	脢
uvvv	靃
uvxv	腰
uwhv	霽
uwnv	迌
uyev	聖
uyrv	膮
uytv	頚
uytbv	頚
uyupv	脚
uzv	脚
uzlv	肊
uzzv	肊
vadv	鬠
valv	襱
vaqdv	鬠
vaxv	袚
vaxxv	袚
vbnlv	鬈
vbnpv	鬈
vbrv	魀
vcrsv	魒
vdbv	裩
vddv	裮
vdev	裋
vdffv	矲
vdfuv	矲
vdnmv	鬄
vdov	髫
vdpv	複
vdruv	襊
vdxv	勧
vdyv	勧
vev	隹
vebv	裲
veev	鬇
venbv	裲
vepv	鬄
verv	剚
vffv	裧
vffkv	鬞
vfkv	髩
vfuv	鬍
vfyv	襗
vgnv	裌
vgov	髺
vhov	鬐
vhpv	袐
vinv	欹
vjjv	襋
vjnv	褆
vjuv	鬾
vkbv	褀
vklv	髧
vlv	覧
vlav	褵
vlxuv	褵
vmgv	褛
vmpv	髳
vmrv	観
vnbv	袀
vncv	褌
vnfv	鵸
vnkv	鬞
vnlv	髱
vnov	袧
vnolv	髱
vnrv	衻
vnyv	袡
vov	奇
vomv	毎
vomsv	毓
vpdv	袙
vplv	鬈
vpobv	鬂
vpxv	髲
vqbv	袜
vqnv	鬑
vriv	剞
vrokv	鬞
vsav	尔
vsdv	勅
vslv	袣
vsnv	袟
vstv	頼
vsuv	魈
vswv	迩
vtnv	髤
vtnrv	髵
vudmv	鬖
vuev	髥
vumv	鬖
vuumv	鬖
vvev	魋
vvov	裿
vvvv	雦
vwnv	邁
vwuuv	褵
vxv	複
vxxv	衹
vyv	萬
vyov	袺
vypdv	鬐
vysv	襪
vzrv	裭
vzuv	褃
wav	為
waav	濧
wadv	澮
wadbv	鄕
wadkv	漑
wadov	滄
waev	澰
wafv	浅
wajv	韡
wakv	沋
walv	瀧
wamv	浝
wanv	涘
waov	韐
wapv	瀲
watv	泠
waxv	韍
waxuv	浳
waxxv	韍
wayov	浛
wbav	滏
wbdv	泐
wbev	湭
wbedv	潽
wbefv	溓
wbewv	澻
wbhv	涂
wbiv	郤
wbkv	洤
wbkuv	湵
wbnv	氼
wbov	湴
wborv	涚
wbsv	斕
wbuv	洕
wbvv	滨
wbwfv	潙
wcav	濁
wcewv	瀢
wchv	潳
wciv	渱
wcmv	浘
wcnv	澤
wcov	洒
wcsv	湅
wctv	溧
wcuhv	韢
wdav	韌
wdev	泹
wdeav	璗
wdefv	盪
wdfv	韞
wdgv	淊
wdlv	溉
wdnfv	渇
wdov	汨
wdubv	鄕
wdukv	漑
wdvfv	盪
wdxv	氻
wdyv	涅
weav	浖
weecv	瀈
weemv	豂
weepv	澂
weevv	濯
wefv	燙
wegv	韜
weiv	沠
wekv	潕
welv	浼
wemv	豂
wenv	沠
wenuv	涭
weov	涒
wepv	巹
weqv	湪
weuv	脀
wevv	漼
wewv	渌
wewdv	豀
wewfv	鸂
wexv	湲
wezv	泟
wfav	濤
wfadv	涙
wfbv	鄔
wfdv	灃
wfdcv	灔
wfdlv	灧
wfeuv	灇
wffv	洰
wffcv	灧
wffdv	灃
wfffv	濙
wfftv	濚
wfkv	洭
wflv	汒
wfncv	韣
wfndv	湷
wfnhv	懘
wfnnv	湊
wfov	浀
wfpv	沪
wfsv	澲
wftv	淭
wfvv	滙
wfvzv	漩
wfyv	汸
wgjv	瓩
wglv	汑
wgnv	浹
wgnfv	潟
wgov	泔
whav	忞
whev	淢
whfv	湫
whiv	渊
whmbv	齎
whnlv	濪
whov	渞
whpv	淵
whrv	浰
whsv	斎
whuv	淸
wirpv	豃
wixv	涐
wjv	韋
wjaov	湁
wjcbv	瀬
wjev	淔
wjjv	淬
wjkv	潑
wjmv	韥
wjnv	沛
wjnsv	洓
wjnyv	韝
wjqhv	韢
wjqsv	湅
wjuv	汥
wkav	汍
wkev	污
wklv	汽
wknv	湀
wkxv	氿
wkzv	氿
wlav	漓
wlbfv	瀌
wlbkv	滚
wldv	湆
wlfv	洂
wlfqv	湾
wlhzv	淳
wlkv	瀇
wllv	乣
wlmv	彦
wlnv	淶
wlnov	滈
wlov	沰
wlokv	瀼
wlosv	澟
wlozv	韕
wlpsv	滻
wlqv	濂
wlrv	沆
wlruv	濿
wlsv	涼
wluv	湇
wlukv	滚
wlulv	豅
wlvv	灕
wlzv	韕
wmcsv	斕
wmdv	濎
wmgov	濶
wmipv	瀓
wmizv	漇
wmjsv	斕
wmnv	斕
wmov	灛
wmrv	覡
wmtv	韖
wmvv	濉
wnv	氶
wnav	汋
wnbv	泬
wnbgv	浫
wnbiv	涳
wnbov	浻
wncv	渙
wncbv	濵
wnev	淨
wnezv	澱
wnfv	沱
wngv	淊
wniv	瀋
wnkbv	滨
wnlv	滓
wnmv	淗
wnnv	潒
wnov	泃
wnpbv	滨
wnrv	沈
wnrgv	浫
wnriv	涳
wnrov	滘
wnsv	浶
wnsbv	濵
wntv	泞
wnuv	溝
wnxuv	浤
wobv	郚
wobfv	韞
wokv	湂
woov	吝
wopv	瀲
woqv	澑
worv	湒
wosav	韍
wosbv	韥
woscv	韣
wosjv	韟
wostv	韖
wosxv	韍
wosyv	韝
wowv	潿
wpav	錃
wpdv	沃
wpdjv	韟
wpdkv	溉
wpev	洢
wpfv	盈
wpfqv	潀
wpgv	渒
wpiv	沜
wpjv	澼
wplv	涖
wpobv	浜
wpsv	湰
wpxv	夃
wqav	漙
wqbv	沬
wqerv	淠
wqhv	潴
wqjv	淖
wqkv	渨
wqndv	潜
wqov	畿
wqrv	渳
wquv	渭
wqvv	濠
wqydv	潴
wrav	洮
wrbv	谼
wrdv	渜
wrev	洍
wrfav	韤
wrfbv	韤
wrfvv	韤
wriv	劉
wrjqv	韡
wrkv	洘
wrmv	灡
wrnv	濼
wrnhv	濍
wrocv	灔
wrodv	澧
wrrv	劑
wrrfv	齍
wrrqv	韡
wrrsv	斎
wrsv	沶
wruv	没
wrxv	渢
wsgv	瀴
wsiv	汌
wsjv	汼
wsnrv	灚
wstv	韘
wsuv	韒
wsvv	涼
wtav	湏
wtdv	洦
wtjv	泍
wtmv	渣
wtnv	沞
wtndv	渜
wtnhv	慂
wtnrv	洏
wtrpv	豃
wtsav	瑬
wttzv	濋
wtxv	浭
wuav	汊
wudmv	渗
wufv	缹
wuiv	缸
wujv	汙
wumv	渗
wutv	澐
wutbv	顄
wuuv	滛
wuumv	渗
wuvv	瀖
wuxv	罈
wvav	沲
wvev	漡
wvfv	泎
wvjv	沸
wvsv	瀿
wvsbv	瀬
wwv	斌
wwdv	涾
wwev	斌
wwhv	済
wwjv	湋
wwnv	遼
wwov	浯
wwrv	瀏
wwwv	渁
wxev	洧
wxlv	澠
wxnv	湌
wxov	滳
wxuv	洶
wxxv	汦
wyav	洔
wyev	淕
wyfbv	韥
wymv	韥
wynuv	瀫
wyov	洁
wysv	沬
wyxv	淩
wyyv	洼
wyyav	湗
wzav	洀
wzev	潷
wzhv	滹
wzjv	汓
wzrv	虣
wzsv	渉
wzxv	汍
xativ	弑
xatrv	刹
xbiv	郁
xbkv	餠
xbkfv	餻
xbkov	饍
xcav	蠁
xebv	饞
xeev	飿
xegv	餡
xffv	餤
xinv	歒
xjv	覃
xjav	飰
xlv	黽
xnfv	鵪
xniv	帋
xnjv	紙
xnlv	匏
xnolv	匏
xpnov	餉
xrcv	饚
xriv	刳
xtaiv	弑
xtrv	刹
xuav	厷
xwav	甎
xwnv	迓
xxv	乂
xxnv	饗
xxubv	郄
xxxv	爻
xxzpv	敎
yaav	圡
yaev	圡
yalv	壟
yanv	埌
yayv	坅
ybav	坏
ybdv	坋
ybeav	壿
ybgfv	騺
ybghv	慹
ybgwv	漐
ybiv	鄾
ybov	増
ybqdv	増
ybydv	勎
ybyfv	燅
ycv	声
ycnv	墿
ycpv	声
ycrdv	韾
ycrov	毊
ycsv	堜
ydev	壴
ydfv	煑
ydgv	垾
ydoov	嚭
ydzuv	鼔
yeev	歸
yejv	埽
yennv	帰
yepv	埸
yevv	墔
yfbv	垹
yfbuv	壻
yffv	燅
yfmbv	塡
yfncv	蠲
yfov	赮
yfoov	夁
yfpv	敖
yfpcv	螯
yfpfv	鰲
yfxv	墢
yfyv	墿
ygnov	墧
ygov	毊
yhav	愿
yhjv	擪
yiv	丫
yjbv	塡
yjmbv	塡
yjnv	塊
yjqsv	堜
ykav	執
yldv	堷
ylhzv	埻
yllv	圠
ylnov	塙
ylov	磬
yluv	坂
ymbv	垻
ynav	垨
yndlv	塓
ynev	埩
yneuv	穀
ynfv	壹
ynfev	壷
yngv	垞
ynhuv	榖
ynmuv	糓
ynnuv	鷇
ynov	坰
ynouv	嗀
ynquv	豰
ynrv	賣
ynrhv	慤
ynruv	豰
yobev	噽
yobfv	熹
yobhv	憙
yobmv	瞽
yobov	喜
yobuv	敼
yokv	埕
yokwv	逺
yorov	嘉
yoxv	壧
yoyov	嚞
ypav	坿
ypadv	垘
ypafv	煑
ypdfv	煑
ypdrv	覩
ypfv	鹽
ypfdv	堠
ypjv	壀
ypnov	垧
ypov	垎
ypuv	圾
ypxv	坆
yqav	墤
yqov	塙
yrcv	墐
yrnv	师
yrswv	隷
yrtv	顤
yrtbv	墴
yrxv	埐
yrydv	勎
yryfv	燅
ysnv	末
ytav	壇
ytnv	檿
yuav	埒
yudv	朅
yupv	却
yurv	刦
yvav	魘
yvev	雅
yvofv	塩
ywnv	逵
ywxv	坟
yxv	夌
yxov	墒
yyanv	幇
yyev	圭
yyrv	墝
yyxv	鼃
yyyv	垚
yyyrv	墝
yzav	埶
yzcv	蟄
yzdv	赲
yzeev	趐
yzgv	趕
yzgov	趫
yzhv	慹
yziv	赼
yzjv	趀
yzjsv	趚
yzkv	赾
yznv	疋
yznev	趋
yznsv	趂
yzqv	趠
yzrbv	趪
yzsv	縶
yzsbv	趲
yzvsv	疎
yzxv	趙
zav	丸
zadov	篬
zalv	竾
zaobv	籲
zapv	笭
zaqsv	歳
zatv	舲
zayv	筬
zbhv	艅
zbiv	郍
zbkiv	艤
zblv	舭
zbuv	舩
zcav	餐
zcbgv	簈
zcbkv	簈
zciv	簐
zclv	舥
zcpv	盧
zcpgv	簈
zcpkv	簈
zdev	虘
zdov	笳
zdxv	竻
zdyv	竻
zeevv	籊
zehv	簘
zeiv	笊
zejv	丮
zeqv	豦
zeqwv	篴
zexv	笋
zezv	艀
zfev	孟
zfeqv	戯
zfgv	姕
zflv	笀
zfmv	眥
zfmbv	簤
zfov	笸
zfrsv	篚
zfuav	籝
zfuzv	籝
zgav	笟
zgiv	簥
zgnv	孤
zgov	筎
zguv	笯
zgyv	艕
zhjv	虖
zhov	艏
ziev	舡
ziqv	舳
zjjv	簼
zkjv	笄
zkwv	筳
zlav	簝
zlnfv	艕
zlqv	艟
zlrv	笐
zmbv	筫
zmdv	筯
zmduv	簒
zmev	虘
zmgv	艛
zmlv	笔
zmrv	筧
zmuv	歯
znbv	笉
znbbv	箆
znev	箮
zneev	箮
znfv	鳵
znlv	笣
znolv	笣
znvv	篧
zoaqv	战
zodv	筃
zofv	卣
zohv	簂
zopv	籢
zoxfv	鹻
zoxov	鹼
zpdv	笑
zpdkv	艎
zprv	箌
zpsv	舽
zqav	篿
zqiv	笚
zqjv	丮
zrav	竼
zrfv	艦
zriv	劌
zrov	箬
zruv	箃
zrvfv	艦
zsnqv	艡
zsov	簹
zspv	歩
zstv	艓
zsuv	艄
ztev	籉
ztov	舸
zudov	齮
zuiv	齥
zumv	篸
zuov	笞
zupuv	箙
zurv	笲
zuxv	攴
zvfv	舴
zwev	簜
zwnv	遽
zxv	孑
zyav	歭
zzjv	孖
zzqfv	艫
zzrv	艞
﻿a	夺
aadk	锒
aado	枪
aaf	钱
aaj	铧
aajq	铺
aan	锒
aao	铪
aaoh	镎
aaom	钥
aap	铃
aaqi	钺
aaqn	铖
aaqq	钱
aat	铃
aax	钹
aaxu	钹
aaxx	钹
aay	钤
aay	铖
ab	镇
ab	锁
aba	钚
abby	锉
abd	镨
abe	镫
abed	镨
abef	镒
abk	铨
abkd	镁
abnp	锩
abo	铅
abod	镨
abor	锐
abpd	锴
abq	畲
abqp	锑
abto	锕
abv	锁
ac	镜
aca	锊
acdj	镡
acew	录
acf	铌
aci	钟
acj	钟
acjo	锯
acl	钯
acm	镅
acn	铎
aco	铭
acr	剑
acrs	镖
acs	链
acw	链
acyo	锔
ada	钛
ada	为
ada	锝
adac	飙
adax	飙
adb	锟
adb	郐
adbs	镣
adc	铯
adcl	铯
addq	镏
ade	钽
adep	敛
adfu	镘
adg	焊
adj	钭
adjr	锛
adk	银
adnm	锡
ado	仓
ador	创
adp	铆
adr	刽
adrw	刨
adua	锝
ae	佥
aea	锊
aed	铠
aee	钮
aee	铮
aefl	铠
aegu	锾
aeh	锈
ael	钝
aenu	锓
aeot	镉
aep	锡
aeru	锻
aesq	畲
aew	键
aew	录
aex	锾
aez	钲
af	点
afa	铸
afb	镤
afc	锣
afdd	锲
afed	镤
aff	钜
aff	盏
aff	锬
affd	铹
afk	钙
afn	钬
afnc	镯
afo	钷
afs	铄
afsv	锣
afvd	镞
afvz	镟
afx	戋
afy	铎
afy	钫
afyg	铎
agca	锵
age	锤
agea	锵
agg	锸
agiu	锼
agj	钎
agjy	锤
agn	铗
ago	钳
ago	铷
agq	锺
agry	锤
agu	锼
agua	锵
agx	钕
agy	镑
aha	怼
ahdd	锲
ahf	锹
ahk	表
aho	锗
ahp	铋
ahr	锈
ahu	锖
aigu	锼
aij	铺
ain	钦
ain	敛
aiq	铀
aix	锇
aj	华
ajak	铁
ajb	镇
ajd	镫
ajj	针
ajmb	镇
ajn	铈
ajo	钴
ajqs	链
ak	驻
aka	钰
aki	锨
akm	龙
akp	龙
akpb	龚
akpk	袭
akpo	砻
akpr	聋
akpy	垄
akpy	垅
akt	钻
aku	铥
akw	铤
akx	钱
al	龙
ala	镣
albf	镳
albi	镢
aldh	镱
aldr	镜
aleq	镛
alho	镐
alj	锌
alk	袭
alk	铱
alk	锿
all	铲
all	钆
aln	镶
aln	铈
aln	铼
alnf	镑
alno	镐
alno	镝
alo	砻
alo	锫
alok	镶
alok	锿
aloo	镐
alop	镦
alp	铲
alpq	镰
alps	铲
alq	镰
alq	钟
alr	钪
alru	镀
alu	钣
alv	龙
alw	铉
alx	铰
alzp	镦
am	贪
amb	钡
ambr	铡
amcs	镧
amd	锄
amd	锏
amg	镂
ami	钔
amj	仑
amjs	镧
amk	锎
amn	镧
amo	钼
amp	钐
amr	觎
amx	镘
amy	钔
ana	钓
anb	钧
anb	钠
anbc	镩
anbe	钢
anbo	熔
anbs	镩
anc	铯
ancb	镔
ancl	铯
ane	铮
aneo	铜
aneq	镓
anez	锭
anf	铊
ang	铵
anj	镲
anjs	镲
ankb	镔
anl	刨
anmh	锪
ano	钩
anol	刨
anpb	镔
anr	钧
anrc	镩
anrs	镩
ansb	镔
anu	钩
anw	熔
anx	钢
anz	锭
ao	后
ao	铝
aoa	龛
aoaf	龛
aoap	龛
aob	合
aobp	敛
aoc	囱
aod	铟
aojo	锢
aok	锷
aok	锃
aoll	龛
aon	铞
aonb	锅
aonf	鸽
aono	锔
aoo	铝
aoo	扣
aoob	佥
aooi	敛
aook	锷
aoop	敛
aoor	剑
aopo	铝
aoq	镏
aot	颌
aotb	颌
aov	铝
apa	钋
apb	邻
apd	铂
apdn	锦
apf	锋
apfj	铧
apj	锦
apl	锩
apmt	镍
apo	铬
apt	领
apt	镍
aptb	领
apx	敛
apx	铍
aq	贫
aqaf	盏
aqd	会
aqdb	郐
aqdr	刽
aqe	锂
aqer	铙
aqfs	戚
aqh	锶
aqi	钾
aqo	锅
aqo	镐
aqo	钿
aqoc	镪
aqph	戚
aqs	镙
aqt	锞
aquc	镪
ar	戒
ara	钒
ara	铫
arb	龚
arbb	铫
ard	错
ardd	镆
arf	监
ari	剑
ari	钊
arj	聋
arj	铒
arjq	铧
ark	铐
arn	铄
arnd	铹
aro	铅
aro	锘
arq	锚
arrj	铧
arrr	镊
aruu	镊
aruy	铿
arv	戒
arvf	监
arvu	镬
arx	锓
arxo	锘
asb	铢
ase	铛
ase	佥
asei	敛
asep	敛
aser	剑
asi	钏
asj	书
asmb	锁
asn	铁
asnd	铹
asnq	铛
asny	镗
aso	铛
aso	锆
asp	钞
asq	锱
asr	铣
asrb	钻
ass	铢
asu	销
at	领
atb	邻
ate	钵
atek	衾
ati	钉
atk	衾
atl	术
atl	铳
atn	馀
ato	钶
atp	锑
atp	叙
atr	刽
atr	铳
ats	锍
att	领
attb	领
atzu	叙
au	奧
aua	钗
aua	锊
aue	钥
aue	铕
aued	镥
aufd	镥
auq	镭
auq	铎
aurr	觎
auv	澳
av	今
ave	锥
avm	镌
avmb	镄
avn	镤
avr	镌
avu	镌
av,	ぁ
av.	ァ
aw	逾
awdm	铴
awe	铴
awf	钨
awi	钌
awj	书
awl	铲
awls	铲
awm	锡
awn	逅
awpt	铄
awwm	铴
ax	贷
axb	铘
axe	铕
axf	龙
axfb	龚
axfk	袭
axfo	砻
axfr	聋
axfy	垄
axfy	垅
axg	甙
axj	镡
axn	钸
axnf	鸢
axo	镝
axr	贰
axrb	贰
axt	铩
axu	发
axu	铕
ayb	铘
ayd	锗
aye	垄
aye	镒
aye	钍
aymb	贪
ayob	颔
ayoq	铁
ayot	颔
aypd	锗
aypf	铑
aypk	铐
ayr	铙
ayya	铸
ayyr	铙
azf	锰
azl	钇
azo	钻
azqf	炉
azz	钇
a,	あ
a,	ぁ
a.	ア
a.	ァ
bac	险
bae	险
bafu	阴
bajq	铺
bakp	陇
bal	陇
baob	险
base	险
baxf	陇
bayt	阴
bayu	阴
ba,	ば
ba.	バ
bb	资
bbbj	伞
bbe	丛
bbeq	队
bbeu	阴
bbey	坠
bbh	怂
bbi	邓
bbj	伞
bbn	队
bbof	鹆
bboh	欲
bbop	却
bbpd	阶
bbq	芈
bbr	阶
bbr	耸
bbv	队
bby	坠
bc	爸
bc	冻
bcj	阵
bcs	陈
bcs	冻
bd	普
bd	剪
bdem	阳
bdez	堤
bdf	毙
bdmb	贫
bdt	颁
bdtb	颁
bdy	陧
be	登
be	翁
becf	毙
bed	关
bedb	郑
beeh	隐
befe	并
beih	隐
bep	阳
berf	鹣
besi	陉
bewf	鹚
be,	べ
be.	ベ
bf	益
bf	盆
bfe	杯
bfg	狭
bfl	仑
bfv	盆
bgg	并
bgn	陕
bgn	关
bgnb	郑
bgob	馆
bgoi	铺
bgoq	铺
bgry	陲
bh	隐
bh	慈
bhei	羟
bhle	膻
bhlm	膻
bhn	馀
bhna	养
bhnk	养
bhnr	养
bhp	叙
bhq	畲
bhsi	羟
bhui	羟
bhuy	羟
bhxa	羝
bhzu	叙
bi	丫
bij	铺
bimb	资
biv	丫
bi,	び
bi.	ビ
bj	阱
bja	际
bjj	毕
bjn	堤
bjqs	陈
bjqs	冻
bjrs	际
bjv	阱
bkbr	养
bki	义
bkwi	羡
bkx	养
bl	陋
blul	陇
bm	着
bmc	邻
bmcs	邻
bmf	冯
bmfh	凭
bnb	馆
bne	净
bneh	隐
bni	誊
bnj	币
bnt	桊
bnuf	鲞
boa	险
boe	并
boh	总
bomb	陨
bo,	ぼ
bo.	ボ
bp	陵
bpaq	戗
bpl	仓
bpr	创
bq	队
bqe	陆
bqeo	兽
bqif	鹈
bqjb	郸
bqjk	冁
bqjq	战
bqk	别
bqpf	鹈
bqu	陆
bqy	别
br	介
br	兑
brl	凳
brs	际
brsq	畲
brv	兑
brz	凳
bs	际
bse	兰
bsi	陉
bsv	隆
btb	郐
btma	导
btr	刽
bu	版
bu	阪
buf	鳖
bui	陉
but	颂
butb	颂
buy	陉
bu,	ぶ
bu.	ブ
bvj	准
bw	冰
bwf	为
bwn	氽
bwv	冰
bxiw	随
bxiy	堕
bxn	随
bxp	爷
bxrb	爷
bxuf	隳
bxuh	隳
bxuy	堕
bxy	堕
bxy	升
by	坠
by	陵
byby	陆
bye	陆
byry	陆
bzsf	骘
cai	输
cajq	辅
cam	轮
caur	输
cav	虫
cax	蚁
caxi	轼
cb	舆
cbf	轮
cbk	辁
cbki	蚁
cbm	轸
cbo	层
cbqd	层
cbqj	蝉
cbx	蚁
cc	多
ccc	虫
ccc	轰
cccf	蛊
ccrk	辗
ccua	转
ccv	飘
cda	轫
cdb	辊
cdcr	挽
cdf	尸
cdi	蝎
cdni	蝎
cdo	轺
cdow	迁
cdpw	迁
cdyy	蝰
ceb	辆
cedo	轿
cel	挽
cemb	贵
cemw	遗
cenb	辆
cent	汇
ceoq	辐
cesi	轻
cesi	蛏
cev	昼
cf	轮
cfa	虾
cfe	蛊
cfft	蝾
cfn	辏
cfn	蛎
cfnd	辏
cfnn	辏
cfs	轹
cgeb	舆
cgi	轿
cgj	轩
cgn	蛱
cgno	轿
cgnr	轿
cgo	轿
ch	慰
chi,	ち
chi.	チ
chj	轷
cij	辅
cin	软
ciq	轴
civ	轼
ci,	し
ci.	シ
cj	车
cjnf	鸨
cjo	轱
cjqa	转
cjqs	转
ck	展
cka	錾
ckd	暂
cki	斩
ckl	轨
ckt	椠
ckx	轨
cky	堑
ckz	轨
clb	辘
clbf	蠊
clhq	蚝
cll	轧
clnq	蚝
cloq	蚝
clp	轭
clru	蛎
clv	蛎
clx	较
cm	薄
cmb	贾
cmc	辚
cmcs	辚
cmf	蚂
cmg	蝼
cmig	屦
cmis	屉
cmnf	鹛
cmr	蚬
cmv	粟
cnbf	辋
cnbi	蟾
cncr	挽
cnf	鸯
cnfo	辖
cnho	辖
cnqt	汇
cnw	迟
coae	蝈
cob	轵
cofu	虾
coh	蝈
coj	蝉
coka	蝈
cola	鐾
conb	蜗
coo	軎
cooj	蝉
cor	辑
cox	虾
cpbn	蛳
cpdo	轿
cpdr	轿
cpdt	轹
cpe	轾
cph	螅
cpnf	鸳
cpo	辂
cq	轴
cqa	转
cqer	蛲
cqo	蜗
cqv	蝠
cr	剧
creb	螨
cren	蛳
crfa	蠛
crl	辄
crn	轹
crnb	螨
crnt	蝾
crqb	蟥
crsc	飘
crss	扉
crsx	飘
cruh	击
crus	系
cs	东
csa	东
csfs	腊
csi	轻
csl	腊
csl	蜡
csn	东
csn	轶
csn	蜡
csnf	鸫
csnt	蝾
csos	腊
csos	蜡
csq	辎
csso	辔
ct	市
cta	层
ctnb	辆
cto	轲
ctup	辙
ctx	辙
cu	属
cua	专
cui	轻
cui	蛏
curh	击
curs	系
cuu	轰
cuuu	辍
cuv	殿
cuy	轻
cuy	蛏
cv	履
cw	遣
cw	遗
cwfc	属
cwh	蛴
cwm	蜴
cwn	连
cwn	乃
cwpt	轹
cwr	蛴
cwsw	迟
cwv	遗
cxa	转
cxl	蝇
cyd	屠
cyen	蛳
cyok	辕
cyr	蛲
cyu	届
cyyr	蛲
cz	债
czc	轳
da	夺
daa	夺
daav	夺
daav	刃
daav	时
dac	殓
dae	殓
dae	亘
dah	态
daj	晔
daob	殓
daqq	残
dase	殓
dav	忍
da,	だ
da.	ダ
db	贸
dbbe	歼
dbdf	鹩
dbdw	辽
dbki	曦
dbqj	殚
dc	贺
dc	殃
dda	斗
ddar	刘
ddbs	了
dddu	胁
ddem	阳
ddmb	贸
denp	暧
denu	暧
dep	阳
dezb	题
dezs	韪
dezt	题
dezw	韪
de,	で
de.	デ
df	驾
dfe	显
dfeb	显
dfet	显
dfoo	奁
dfv	驾
dfx	奁
dg	歼
dgff	焰
dgj	歼
dh	忍
dhx	暧
di	待
diqf	鹌
di,	ぢ
di.	ヂ
djn	闹
djpd	暌
dla	晒
dla	了
dlk	旷
dllb	晒
dln	闹
dlob	颢
dlot	颢
dlp	旷
dlrb	旷
dlsb	颢
dlst	颢
dm	晦
dmb	负
dmv	晦
dnc	晕
dnc	晖
dncb	殡
dns	牵
dnsb	殡
dnu	殁
doa	殓
doj	殚
domb	贺
domb	殒
domf	驾
dooj	殚
do,	ど
do.	ド
dpfj	晔
dq	量
dqer	晓
dqlf	鹌
drb	哄
drjq	晔
dsqj	殚
dt	题
dta	头
dta	昙
dta	颛
dtmb	头
dtmb	颛
dut	昙
du,	づ
du.	ヅ
dv	曜
dva	夺
dvdm	殇
dve	殇
dvq	奋
dvwm	殇
dw	边
dw	遏
dwm	阳
dwnv	逗
dwnv	边
dwnv	遏
dwnv	遄
dwv	遏
dwwb	显
dwwt	显
dxj	升
dxxn	曦
dya	时
dyd	暑
dyd	奢
dyr	晓
dyyr	晓
dz	暴
ea	将
eaa	寻
eadk	酿
eai	嵛
eam	仑
ean	酿
eapb	岭
eapt	岭
eatb	岭
eatt	岭
eaur	嵛
eaxf	鹉
eaxr	贰
eb	翼
eba	两
ebbu	嵴
ebe	嶝
ebn	两
ebp	两
ebru	嵴
eca	岁
eck	崭
ecl	岜
ecr	刿
ecs	岽
ed	岂
eda	酞
edb	昆
ede	岂
ede	昼
ede	岙
edf	酝
edil	腌
edmr	觊
edo	书
edoo	乔
edql	腌
edr	凯
edr	剀
ee	习
eeaa	酾
eebf	鹨
eefl	酽
eepd	习
efbu	嵴
efe	亚
efeh	恶
efeq	戬
efey	垩
eff	尽
effd	崂
efft	嵘
efl	岂
efl	严
eflr	凯
eflr	剀
eflr	觊
efn	灭
efoo	岖
efv	焉
efx	岖
efy	峄
efyg	峄
egg	岍
egi	峤
egno	峤
egnr	峤
ego	峤
egys	嵊
ehi	肃
ehj	举
ehp	肃
ehv	峻
ein	欤
eio	誉
eioa	寻
ej	扭
ejbb	巅
ejbt	巅
ejmb	巅
ejmt	巅
ejqu	拨
ek	长
eke	屿
ekn	长
ela	酾
eln	酿
eln	崃
elok	酿
elv	免
emg	嵝
emnf	鹨
emr	觅
emr	岘
enap	爱
enau	爱
enbe	岗
enhp	爱
enw	迈
enx	岗
enxu	爱
eobf	酝
eol	酽
eoop	酽
eop	酽
eox	酽
epbn	岿
epdo	峤
epdr	峤
epqu	丑
epv	峻
eq	家
eqaf	鸡
eqdh	恳
eqdy	垦
eqe	画
eqer	划
eqh	猪
eqid	岳
eqj	举
eqjp	豺
eqnf	鸡
eqq	狸
eqrq	猫
eqyd	猪
eqyt	橥
er	副
erc	岚
ere	岿
ernd	崂
ernt	嵘
errf	尴
errs	萧
ers	肃
ert	颛
ertb	颛
erx	岚
es	纽
esib	颈
